"","population_group_name","measure_name","location_name","sex_name","age_name","cause_name","metric_name","year","val","upper","lower"
"425","All Population","Prevalence","Global","Male","60+ years","Chronic kidney disease","Rate",2017,405.70256245,495.38166045,332.17911375
"426","All Population","Prevalence","Global","Female","60+ years","Chronic kidney disease","Rate",2017,405.70256245,495.38166045,332.17911375
"427","All Population","Prevalence","Global","Male","20-54 years","Chronic kidney disease","Rate",2017,405.70256245,495.38166045,332.17911375
"428","All Population","Prevalence","Global","Female","20-54 years","Chronic kidney disease","Rate",2017,405.70256245,495.38166045,332.17911375
"429","All Population","Prevalence","Global","Male","55-59 years","Chronic kidney disease","Rate",2019,405.70256245,495.38166045,332.17911375
"430","All Population","Prevalence","Global","Female","55-59 years","Chronic kidney disease","Rate",2019,405.70256245,495.38166045,332.17911375
"431","All Population","Prevalence","Global","Male","<20 years","Chronic kidney disease","Rate",2019,1571.808981,1932.312144,1278.720156
"432","All Population","Prevalence","Global","Female","<20 years","Chronic kidney disease","Rate",2019,1559.478194,1921.708326,1266.323312
"433","All Population","Prevalence","Global","Male","60+ years","Chronic kidney disease","Rate",2019,405.70256245,495.38166045,332.17911375
"434","All Population","Prevalence","Global","Female","60+ years","Chronic kidney disease","Rate",2019,405.70256245,495.38166045,332.17911375
"435","All Population","Prevalence","Global","Male","20-54 years","Chronic kidney disease","Rate",2019,405.70256245,495.38166045,332.17911375
"436","All Population","Prevalence","Global","Female","20-54 years","Chronic kidney disease","Rate",2019,405.70256245,495.38166045,332.17911375
"437","All Population","Prevalence","Global","Male","55-59 years","Chronic kidney disease","Rate",2020,405.70256245,495.38166045,332.17911375
"438","All Population","Prevalence","Global","Female","55-59 years","Chronic kidney disease","Rate",2020,405.70256245,495.38166045,332.17911375
"439","All Population","Prevalence","Global","Male","<20 years","Chronic kidney disease","Rate",2020,1578.502933,1941.844369,1282.02341
"440","All Population","Prevalence","Global","Female","<20 years","Chronic kidney disease","Rate",2020,1567.127071,1933.536768,1271.19778
"441","All Population","Prevalence","Global","Male","60+ years","Chronic kidney disease","Rate",2020,405.70256245,495.38166045,332.17911375
"442","All Population","Prevalence","Global","Female","60+ years","Chronic kidney disease","Rate",2020,405.70256245,495.38166045,332.17911375
"443","All Population","Prevalence","Global","Male","20-54 years","Chronic kidney disease","Rate",2020,405.70256245,495.38166045,332.17911375
"444","All Population","Prevalence","Global","Female","20-54 years","Chronic kidney disease","Rate",2020,405.70256245,495.38166045,332.17911375
"445","All Population","Prevalence","Global","Male","55-59 years","Chronic kidney disease","Rate",2021,405.70256245,495.38166045,332.17911375
"446","All Population","Prevalence","Global","Female","55-59 years","Chronic kidney disease","Rate",2021,405.70256245,495.38166045,332.17911375
"447","All Population","Prevalence","Global","Male","<20 years","Chronic kidney disease","Rate",2021,1591.467113,1957.609778,1293.026825
"448","All Population","Prevalence","Global","Female","<20 years","Chronic kidney disease","Rate",2021,1579.440583,1944.989463,1281.694095
"449","All Population","Prevalence","Global","Male","60+ years","Chronic kidney disease","Rate",2021,405.70256245,495.38166045,332.17911375
"450","All Population","Prevalence","Global","Female","60+ years","Chronic kidney disease","Rate",2021,405.70256245,495.38166045,332.17911375
"451","All Population","Prevalence","Global","Male","20-54 years","Chronic kidney disease","Rate",2021,405.70256245,495.38166045,332.17911375
"452","All Population","Prevalence","Global","Female","20-54 years","Chronic kidney disease","Rate",2021,405.70256245,495.38166045,332.17911375
"453","All Population","Prevalence","China","Male","<20 years","Chronic kidney disease","Rate",2017,1074.320411,1315.390147,861.9386894
"454","All Population","Prevalence","China","Female","<20 years","Chronic kidney disease","Rate",2017,1120.829929,1360.735465,905.2545218
"455","All Population","Prevalence","China","Male","60+ years","Chronic kidney disease","Rate",2017,405.70256245,495.38166045,332.17911375
"456","All Population","Prevalence","China","Female","60+ years","Chronic kidney disease","Rate",2017,405.70256245,495.38166045,332.17911375
"457","All Population","Prevalence","China","Male","20-54 years","Chronic kidney disease","Rate",2017,7490.382321,8322.720943,6791.967729
"458","All Population","Prevalence","China","Female","20-54 years","Chronic kidney disease","Rate",2017,8012.518231,8936.905352,7272.606361
"459","All Population","Prevalence","China","Male","<20 years","Chronic kidney disease","Rate",2018,1065.280485,1302.599269,855.569189
"460","All Population","Prevalence","China","Female","<20 years","Chronic kidney disease","Rate",2018,1105.93595,1346.238346,894.343264
"461","All Population","Prevalence","China","Male","60+ years","Chronic kidney disease","Rate",2018,405.70256245,495.38166045,332.17911375
"462","All Population","Prevalence","China","Female","60+ years","Chronic kidney disease","Rate",2018,405.70256245,495.38166045,332.17911375
"463","All Population","Prevalence","China","Male","20-54 years","Chronic kidney disease","Rate",2018,7522.151618,8369.18755,6822.253837
"464","All Population","Prevalence","China","Female","20-54 years","Chronic kidney disease","Rate",2018,8050.108328,8982.442272,7316.988848
"465","All Population","Prevalence","China","Male","55-59 years","Chronic kidney disease","Rate",2015,405.70256245,495.38166045,332.17911375
"466","All Population","Prevalence","China","Female","55-59 years","Chronic kidney disease","Rate",2015,405.70256245,495.38166045,332.17911375
"467","All Population","Prevalence","Global","Male","55-59 years","Chronic kidney disease","Rate",2022,405.70256245,495.38166045,332.17911375
"468","All Population","Prevalence","Global","Female","55-59 years","Chronic kidney disease","Rate",2022,405.70256245,495.38166045,332.17911375
"469","All Population","Prevalence","Global","Male","<20 years","Chronic kidney disease","Rate",2022,1607.564902,1981.854608,1307.419107
"470","All Population","Prevalence","Global","Female","<20 years","Chronic kidney disease","Rate",2022,1595.452086,1966.944789,1294.760207
"471","All Population","Prevalence","Global","Male","60+ years","Chronic kidney disease","Rate",2022,405.70256245,495.38166045,332.17911375
"472","All Population","Prevalence","Global","Female","60+ years","Chronic kidney disease","Rate",2022,405.70256245,495.38166045,332.17911375
"473","All Population","Prevalence","Global","Male","20-54 years","Chronic kidney disease","Rate",2022,405.70256245,495.38166045,332.17911375
"474","All Population","Prevalence","Global","Female","20-54 years","Chronic kidney disease","Rate",2022,405.70256245,495.38166045,332.17911375
"475","All Population","Prevalence","China","Male","55-59 years","Chronic kidney disease","Rate",2016,405.70256245,495.38166045,332.17911375
"476","All Population","Prevalence","China","Female","55-59 years","Chronic kidney disease","Rate",2016,405.70256245,495.38166045,332.17911375
"477","All Population","Prevalence","China","Male","55-59 years","Chronic kidney disease","Rate",2017,405.70256245,495.38166045,332.17911375
"478","All Population","Prevalence","China","Female","55-59 years","Chronic kidney disease","Rate",2017,405.70256245,495.38166045,332.17911375
"479","All Population","Prevalence","Global","Male","55-59 years","Chronic kidney disease","Rate",2023,405.70256245,495.38166045,332.17911375
"480","All Population","Prevalence","Global","Female","55-59 years","Chronic kidney disease","Rate",2023,405.70256245,495.38166045,332.17911375
"481","All Population","Prevalence","Global","Male","<20 years","Chronic kidney disease","Rate",2023,1605.463177,1982.975709,1302.79166
"482","All Population","Prevalence","Global","Female","<20 years","Chronic kidney disease","Rate",2023,1606.096188,1972.485637,1301.227945
"483","All Population","Prevalence","Global","Male","60+ years","Chronic kidney disease","Rate",2023,405.70256245,495.38166045,332.17911375
"484","All Population","Prevalence","Global","Female","60+ years","Chronic kidney disease","Rate",2023,405.70256245,495.38166045,332.17911375
"485","All Population","Prevalence","Global","Male","20-54 years","Chronic kidney disease","Rate",2023,405.70256245,495.38166045,332.17911375
"486","All Population","Prevalence","Global","Female","20-54 years","Chronic kidney disease","Rate",2023,405.70256245,495.38166045,332.17911375
"487","All Population","Prevalence","China","Male","<20 years","Chronic kidney disease","Rate",2019,1067.228159,1304.410451,857.0364877
"488","All Population","Prevalence","China","Female","<20 years","Chronic kidney disease","Rate",2019,1103.93627,1348.487903,893.7665149
"489","All Population","Prevalence","China","Male","60+ years","Chronic kidney disease","Rate",2019,405.70256245,495.38166045,332.17911375
"490","All Population","Prevalence","China","Female","60+ years","Chronic kidney disease","Rate",2019,405.70256245,495.38166045,332.17911375
"491","All Population","Prevalence","China","Male","20-54 years","Chronic kidney disease","Rate",2019,7553.284409,8423.87876,6849.134241
"492","All Population","Prevalence","China","Female","20-54 years","Chronic kidney disease","Rate",2019,8085.509013,9028.842325,7350.306626
"493","All Population","Prevalence","China","Male","<20 years","Chronic kidney disease","Rate",2020,1078.524792,1318.30603,866.4191229
"494","All Population","Prevalence","China","Female","<20 years","Chronic kidney disease","Rate",2020,1113.492168,1361.350047,902.4913298
"495","All Population","Prevalence","China","Male","60+ years","Chronic kidney disease","Rate",2020,405.70256245,495.38166045,332.17911375
"496","All Population","Prevalence","China","Female","60+ years","Chronic kidney disease","Rate",2020,405.70256245,495.38166045,332.17911375
"497","All Population","Prevalence","China","Male","20-54 years","Chronic kidney disease","Rate",2020,7584.861374,8468.105655,6870.367925
"498","All Population","Prevalence","China","Female","20-54 years","Chronic kidney disease","Rate",2020,8120.937259,9081.480577,7374.902049
"499","All Population","Prevalence","China","Male","55-59 years","Chronic kidney disease","Rate",2019,405.70256245,495.38166045,332.17911375
"500","All Population","Prevalence","China","Female","55-59 years","Chronic kidney disease","Rate",2019,405.70256245,495.38166045,332.17911375
"501","All Population","Prevalence","China","Male","55-59 years","Chronic kidney disease","Rate",2018,405.70256245,495.38166045,332.17911375
"502","All Population","Prevalence","China","Female","55-59 years","Chronic kidney disease","Rate",2018,405.70256245,495.38166045,332.17911375
"503","All Population","Prevalence","China","Male","<20 years","Chronic kidney disease","Rate",2022,1145.87856,1391.762923,921.4653535
"504","All Population","Prevalence","China","Female","<20 years","Chronic kidney disease","Rate",2022,1189.7467,1450.527622,962.1247391
"505","All Population","Prevalence","China","Male","60+ years","Chronic kidney disease","Rate",2022,405.70256245,495.38166045,332.17911375
"506","All Population","Prevalence","China","Female","60+ years","Chronic kidney disease","Rate",2022,405.70256245,495.38166045,332.17911375
"507","All Population","Prevalence","China","Male","20-54 years","Chronic kidney disease","Rate",2022,7982.621272,8916.740755,7239.200035
"508","All Population","Prevalence","China","Female","20-54 years","Chronic kidney disease","Rate",2022,8570.284361,9535.517616,7739.294421
"509","All Population","Prevalence","China","Male","<20 years","Chronic kidney disease","Rate",2021,1102.891099,1337.496844,887.2976694
"510","All Population","Prevalence","China","Female","<20 years","Chronic kidney disease","Rate",2021,1140.809905,1392.513037,924.0217118
"511","All Population","Prevalence","China","Male","60+ years","Chronic kidney disease","Rate",2021,405.70256245,495.38166045,332.17911375
"512","All Population","Prevalence","China","Female","60+ years","Chronic kidney disease","Rate",2021,405.70256245,495.38166045,332.17911375
"513","All Population","Prevalence","China","Male","20-54 years","Chronic kidney disease","Rate",2021,7714.215495,8601.121761,6992.40346
"514","All Population","Prevalence","China","Female","20-54 years","Chronic kidney disease","Rate",2021,8264.558103,9207.190203,7489.109755
"515","All Population","Prevalence","China","Male","55-59 years","Chronic kidney disease","Rate",2021,405.70256245,495.38166045,332.17911375
"516","All Population","Prevalence","China","Female","55-59 years","Chronic kidney disease","Rate",2021,405.70256245,495.38166045,332.17911375
"517","All Population","Prevalence","China","Male","55-59 years","Chronic kidney disease","Rate",2020,405.70256245,495.38166045,332.17911375
"518","All Population","Prevalence","China","Female","55-59 years","Chronic kidney disease","Rate",2020,405.70256245,495.38166045,332.17911375
"519","All Population","Prevalence","China","Male","<20 years","Chronic kidney disease","Rate",2023,1214.837234,1503.281618,974.2554177
"520","All Population","Prevalence","China","Female","<20 years","Chronic kidney disease","Rate",2023,1262.577016,1553.812904,1010.678536
"521","All Population","Prevalence","China","Male","60+ years","Chronic kidney disease","Rate",2023,405.70256245,495.38166045,332.17911375
"522","All Population","Prevalence","China","Female","60+ years","Chronic kidney disease","Rate",2023,405.70256245,495.38166045,332.17911375
"523","All Population","Prevalence","China","Male","20-54 years","Chronic kidney disease","Rate",2023,8677.67827,9699.401667,7777.947175
"524","All Population","Prevalence","China","Female","20-54 years","Chronic kidney disease","Rate",2023,405.70256245,495.38166045,332.17911375
"525","All Population","Prevalence","China","Male","55-59 years","Chronic kidney disease","Rate",2022,405.70256245,495.38166045,332.17911375
"526","All Population","Prevalence","China","Female","55-59 years","Chronic kidney disease","Rate",2022,405.70256245,495.38166045,332.17911375
"527","All Population","Prevalence","China","Male","55-59 years","Chronic kidney disease","Rate",2023,405.70256245,495.38166045,332.17911375
"528","All Population","Prevalence","China","Female","55-59 years","Chronic kidney disease","Rate",2023,405.70256245,495.38166045,332.17911375
