population_group_name,measure_name,location_name,sex_name,age_name,cause_name,metric_name,year,val,upper,lower
All Population,Prevalence,China,Female,<20 years,Chronic kidney disease,Rate,2017,1120.829929,1360.735465,905.2545218
All Population,Prevalence,China,Male,60+ years,Chronic kidney disease,Rate,2017,20491.63064,22287.47043,18735.95512
All Population,Prevalence,China,Female,60+ years,Chronic kidney disease,Rate,2017,23678.44446,25662.59118,21784.74186
All Population,Prevalence,China,Male,20-54 years,Chronic kidney disease,Rate,2017,7490.382321,8322.720943,6791.967729
All Population,Prevalence,China,Female,20-54 years,Chronic kidney disease,Rate,2017,8012.518231,8936.905352,7272.606361
All Population,Prevalence,China,Male,<20 years,Chronic kidney disease,Rate,2018,1065.280485,1302.599269,855.569189
All Population,Prevalence,China,Female,<20 years,Chronic kidney disease,Rate,2018,1105.93595,1346.238346,894.343264
All Population,Prevalence,China,Male,60+ years,Chronic kidney disease,Rate,2018,20641.76682,22417.87582,18873.7093
All Population,Prevalence,China,Female,60+ years,Chronic kidney disease,Rate,2018,23840.1534,25827.51251,21937.66269
All Population,Prevalence,China,Male,20-54 years,Chronic kidney disease,Rate,2018,7522.151618,8369.18755,6822.253837
All Population,Prevalence,China,Female,20-54 years,Chronic kidney disease,Rate,2018,8050.108328,8982.442272,7316.988848
All Population,Prevalence,China,Male,55-59 years,Chronic kidney disease,Rate,2015,11211.56067,13543.3383,9188.401206
All Population,Prevalence,China,Female,55-59 years,Chronic kidney disease,Rate,2015,12248.56081,14850.68427,9916.951082
All Population,Prevalence,Global,Male,55-59 years,Chronic kidney disease,Rate,2022,15399.37291,18430.11175,12723.74367
All Population,Prevalence,Global,Female,55-59 years,Chronic kidney disease,Rate,2022,15172.71721,18159.86182,12484.08138
All Population,Prevalence,Global,Male,<20 years,Chronic kidney disease,Rate,2022,1607.564902,1981.854608,1307.419107
All Population,Prevalence,Global,Female,<20 years,Chronic kidney disease,Rate,2022,1595.452086,1966.944789,1294.760207
All Population,Prevalence,Global,Male,60+ years,Chronic kidney disease,Rate,2022,29442.68235,31817.43073,26977.0596
All Population,Prevalence,Global,Female,60+ years,Chronic kidney disease,Rate,2022,31881.45014,34362.53945,29546.35391
All Population,Prevalence,Global,Male,20-54 years,Chronic kidney disease,Rate,2022,9414.446241,10583.71727,8531.826256
All Population,Prevalence,Global,Female,20-54 years,Chronic kidney disease,Rate,2022,9419.248127,10575.87957,8497.906312
All Population,Prevalence,China,Male,55-59 years,Chronic kidney disease,Rate,2016,11204.13198,13550.60193,9182.212249
All Population,Prevalence,China,Female,55-59 years,Chronic kidney disease,Rate,2016,12235.61226,14834.7651,9956.370911
All Population,Prevalence,China,Male,55-59 years,Chronic kidney disease,Rate,2017,11229.8265,13594.73549,9206.696126
All Population,Prevalence,China,Female,55-59 years,Chronic kidney disease,Rate,2017,12249.33991,14852.04407,10005.55569
All Population,Prevalence,Global,Male,55-59 years,Chronic kidney disease,Rate,2023,15640.39258,18773.71395,12870.56641
All Population,Prevalence,Global,Female,55-59 years,Chronic kidney disease,Rate,2023,15546.07258,18680.26131,12738.60941
All Population,Prevalence,Global,Male,<20 years,Chronic kidney disease,Rate,2023,1605.463177,1982.975709,1302.79166
All Population,Prevalence,Global,Female,<20 years,Chronic kidney disease,Rate,2023,1606.096188,1972.485637,1301.227945
All Population,Prevalence,Global,Male,60+ years,Chronic kidney disease,Rate,2023,29654.87014,32020.78014,27162.90784
All Population,Prevalence,Global,Female,60+ years,Chronic kidney disease,Rate,2023,32280.39229,34814.33353,29841.72259
All Population,Prevalence,Global,Male,20-54 years,Chronic kidney disease,Rate,2023,9390.34354,10555.87786,8493.011266
All Population,Prevalence,Global,Female,20-54 years,Chronic kidney disease,Rate,2023,9476.739161,10636.77806,8560.403324
All Population,Prevalence,China,Male,<20 years,Chronic kidney disease,Rate,2019,1067.228159,1304.410451,857.0364877
All Population,Prevalence,China,Female,<20 years,Chronic kidney disease,Rate,2019,1103.93627,1348.487903,893.7665149
All Population,Prevalence,China,Male,60+ years,Chronic kidney disease,Rate,2019,20886.76458,22662.74885,19150.44785
All Population,Prevalence,China,Female,60+ years,Chronic kidney disease,Rate,2019,24115.65688,26171.96865,22201.77995
All Population,Prevalence,China,Male,20-54 years,Chronic kidney disease,Rate,2019,7553.284409,8423.87876,6849.134241
All Population,Prevalence,China,Female,20-54 years,Chronic kidney disease,Rate,2019,8085.509013,9028.842325,7350.306626
All Population,Prevalence,China,Male,<20 years,Chronic kidney disease,Rate,2020,1078.524792,1318.30603,866.4191229
All Population,Prevalence,China,Female,<20 years,Chronic kidney disease,Rate,2020,1113.492168,1361.350047,902.4913298
All Population,Prevalence,China,Male,60+ years,Chronic kidney disease,Rate,2020,21107.64401,22907.73394,19399.50647
All Population,Prevalence,China,Female,60+ years,Chronic kidney disease,Rate,2020,24372.49016,26404.23341,22435.42598
All Population,Prevalence,China,Male,20-54 years,Chronic kidney disease,Rate,2020,7584.861374,8468.105655,6870.367925
All Population,Prevalence,China,Female,20-54 years,Chronic kidney disease,Rate,2020,8120.937259,9081.480577,7374.902049
All Population,Prevalence,China,Male,55-59 years,Chronic kidney disease,Rate,2019,11339.04043,13754.02285,9310.06666
All Population,Prevalence,China,Female,55-59 years,Chronic kidney disease,Rate,2019,12334.3909,14958.90232,10094.7204
All Population,Prevalence,China,Male,55-59 years,Chronic kidney disease,Rate,2018,11280.14016,13651.70556,9254.376587
All Population,Prevalence,China,Female,55-59 years,Chronic kidney disease,Rate,2018,12287.14244,14899.27337,10072.83094
All Population,Prevalence,China,Male,<20 years,Chronic kidney disease,Rate,2022,1145.87856,1391.762923,921.4653535
All Population,Prevalence,China,Female,<20 years,Chronic kidney disease,Rate,2022,1189.7467,1450.527622,962.1247391
All Population,Prevalence,China,Male,60+ years,Chronic kidney disease,Rate,2022,21926.51827,23823.94541,20006.65998
All Population,Prevalence,China,Female,60+ years,Chronic kidney disease,Rate,2022,25360.69226,27491.88868,23348.46566
All Population,Prevalence,China,Male,20-54 years,Chronic kidney disease,Rate,2022,7982.621272,8916.740755,7239.200035
All Population,Prevalence,China,Female,20-54 years,Chronic kidney disease,Rate,2022,8570.284361,9535.517616,7739.294421
All Population,Prevalence,China,Male,<20 years,Chronic kidney disease,Rate,2021,1102.891099,1337.496844,887.2976694
All Population,Prevalence,China,Female,<20 years,Chronic kidney disease,Rate,2021,1140.809905,1392.513037,924.0217118
All Population,Prevalence,China,Male,60+ years,Chronic kidney disease,Rate,2021,21439.9928,23258.13952,19641.17898
All Population,Prevalence,China,Female,60+ years,Chronic kidney disease,Rate,2021,24772.33291,26865.11068,22816.97746
All Population,Prevalence,China,Male,20-54 years,Chronic kidney disease,Rate,2021,7714.215495,8601.121761,6992.40346
All Population,Prevalence,China,Female,20-54 years,Chronic kidney disease,Rate,2021,8264.558103,9207.190203,7489.109755
All Population,Prevalence,China,Male,55-59 years,Chronic kidney disease,Rate,2021,11560.64904,14026.50549,9454.150875
All Population,Prevalence,China,Female,55-59 years,Chronic kidney disease,Rate,2021,12569.44015,15284.76451,10291.04902
All Population,Prevalence,China,Male,55-59 years,Chronic kidney disease,Rate,2020,11396.44992,13862.40973,9356.807043
All Population,Prevalence,China,Female,55-59 years,Chronic kidney disease,Rate,2020,12384.39702,15028.96944,10114.76542
All Population,Prevalence,China,Male,<20 years,Chronic kidney disease,Rate,2023,1214.837234,1503.281618,974.2554177
All Population,Prevalence,China,Female,<20 years,Chronic kidney disease,Rate,2023,1262.577016,1553.812904,1010.678536
All Population,Prevalence,China,Male,60+ years,Chronic kidney disease,Rate,2023,23182.43948,25224.63163,21178.1513
All Population,Prevalence,China,Female,60+ years,Chronic kidney disease,Rate,2023,26794.11402,29046.10918,24469.25412
All Population,Prevalence,China,Male,20-54 years,Chronic kidney disease,Rate,2023,8677.67827,9699.401667,7777.947175
All Population,Prevalence,China,Female,20-54 years,Chronic kidney disease,Rate,2023,9413.420576,10537.29593,8474.760325
All Population,Prevalence,China,Male,55-59 years,Chronic kidney disease,Rate,2022,11903.23164,14460.56216,9669.405969
All Population,Prevalence,China,Female,55-59 years,Chronic kidney disease,Rate,2022,12970.47469,15800.52532,10593.04418
All Population,Prevalence,China,Male,55-59 years,Chronic kidney disease,Rate,2023,12946.14024,15781.85814,10433.60141
All Population,Prevalence,China,Female,55-59 years,Chronic kidney disease,Rate,2023,14197.55323,17427.43478,11460.00817
